500,409,457
363,-641,935
356,76,60
135,678,316
92,602,672
900,524,194
812,690,860
172,123,214
534,750,796
412,194,779
608,285,-361
468,31,567
312,804,898
735,599,529
562,-615,726
683,657,138
13,50,337
500,198,932
968,711,604
930,851,-150
165,189,726
-491,946,241
431,564,976
660,788,500
378,975,931
123,745,392
243,81,62
821,289,39
571,517,114
388,975,672
269,418,418
753,310,649
812,428,8
321,249,718
98,762,56
994,554,691
599,930,19
757,570,567
156,7,193
519,531,98
358,621,540
543,520,833
504,484,657
114,134,992
74,107,312
137,331,865
246,577,647
802,648,666
186,484,387
573,12,151
330,834,922
438,15,4
237,646,747
56,957,928
758,650,131
779,504,583
49,415,181
656,500,999
457,796,792
33,766,143
625,933,484
779,82,841
46,469,453
36,953,864
241,67,930
23,286,349
969,654,454
390,136,143
16,522,319
209,74,687
124,912,264
689,889,567
552,189,380
-649,487,409
715,839,429
316,167,702
495,65,314
754,580,546
75,788,837
14,661,555
803,722,934
472,904,957
138,25,284
186,900,575
-280,701,651
925,132,346
628,481,533
965,632,928
955,78,549
